,id,app_name,genres,specs,tags
433,223830,Xenonauts,"Indie, Simulation, Strategy","Single-player, Steam Trading Cards","Strategy, Turn-Based Strategy, Sci-fi, Turn-Based, Aliens, Turn-Based Tactics, Indie, Singleplayer, Tactical, Isometric, Simulation, Cold War, Kickstarter, Base Building, Remake, 2D, RPG"
434,224260,No More Room in Hell,"Action, Free to Play, Indie","Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Captions available, Partial Controller Support, Valve Anti-Cheat enabled, Includes level editor, Includes Source SDK","Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Action, Online Co-Op, FPS, First-Person, Shooter, Survival Horror, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer"
435,224460,Contrast,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Female Protagonist, Noir, Indie, Platformer, Puzzle, Adventure, Atmospheric, Great Soundtrack, Singleplayer, Third Person, Short, Story Rich, Detective, Mystery, Puzzle-Platformer, 3D Platformer, Casual"
436,224480,Octodad: Dadliest Catch,"Action, Adventure, Indie","Single-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor","Comedy, Physics, Indie, Funny, Family Friendly, Adventure, Local Co-Op, Walking Simulator, Action, Singleplayer, Puzzle, Co-op, Short, Simulation, Third Person, Difficult, Great Soundtrack, Local Multiplayer, Intentionally Awkward Controls, Platformer"
437,22450,Hunted: The Demon’s Forge™,"Action, Adventure","Partial Controller Support, Steam Cloud","Action, Adventure, Fantasy, Co-op, Third Person, Hack and Slash, RPG, Dark Fantasy, Female Protagonist, Singleplayer, Action-Adventure"
438,224500,Gnomoria,"Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Steam Workshop","Sandbox, Strategy, City Builder, Simulation, Indie, Survival, Building, Crafting, Singleplayer, Isometric, Fantasy, Resource Management, Pixel Graphics, RTS, 2D, Management, Base Building, Replay Value, Rogue-like, Difficult"
439,224540,Ace of Spades: Battle Builder,"Action, Indie","Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Includes level editor","Action, Multiplayer, Shooter, FPS, Indie, Building, Sandbox, Zombies, First-Person, Class-Based, Voxel, Co-op, Competitive, Funny, Open World, Massively Multiplayer, Replay Value, Casual, Adventure, Free to Play"
440,224580,Arma II: DayZ Mod,"Action, Simulation, Strategy","Multi-player, Co-op, Partial Controller Support","Zombies, Survival, Action, Multiplayer, Open World, Simulation, Free to Play, Shooter, Strategy, Adventure, Mod, FPS, Walking Simulator, Massively Multiplayer, Co-op, Third-Person Shooter, Sandbox, Horror, RPG, Moddable"
441,224600,Defiance,"Action, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Steam Trading Cards, Partial Controller Support","Free to Play, Action, Open World, Massively Multiplayer, Third-Person Shooter, Multiplayer, RPG, Co-op, Shooter, Sci-fi, Survival, Post-apocalyptic, FPS, Online Co-Op, Adventure, Third Person, MMORPG, First-Person, Singleplayer, Casual"
442,224760,FEZ,Indie,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards","Platformer, Indie, Puzzle, Exploration, Pixel Graphics, Great Soundtrack, Singleplayer, Adventure, Casual, Mystery, 2D, Puzzle-Platformer, Relaxing, Atmospheric, Cute, Retro, 2.5D, Controller, Metroidvania, Action"
443,224820,Super House of Dead Ninjas,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Includes level editor","Action, Platformer, Rogue-like, Indie, Ninja, Replay Value, Difficult, 2D, Arcade, Singleplayer, Female Protagonist, Fast-Paced, Pixel Graphics, Retro, Controller, Adventure, Rogue-lite, Casual, Procedural Generation"
444,224900,Iron Sky: Invasion,"Action, Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support","Action, Simulation, Strategy, Space, FMV, Sci-fi"
445,224960,Tomb Raider I,"Action, Adventure",Single-player,"Adventure, Action, Classic, Female Protagonist, Singleplayer, Lara Croft, Platformer, Puzzle, Third Person, Third-Person Shooter, Action-Adventure, Retro, Shooter, 3D Platformer, 1990's, Atmospheric, Dinosaurs"
446,225080,Brothers - A Tale of Two Sons,"Action, Adventure, Indie","Single-player, Full controller support","Adventure, Atmospheric, Controller, Indie, Story Rich, Short, Puzzle, Fantasy, Singleplayer, Great Soundtrack, Action, Third Person, Platformer, Casual, Local Co-Op, Multiplayer, 3D Vision, Colorful, Walking Simulator, Linear"
447,225160,Shadow Warrior Classic Redux,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Includes level editor","FPS, Classic, Action, Shooter, Comedy, Retro, Ninja, Singleplayer, Gore, First-Person, Nudity, Funny, Remake, 1990's, Adventure, Dark Humor, Violent, Difficult"
448,225260,Brutal Legend,"Action, Adventure, Strategy","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Action, Comedy, Adventure, Open World, Great Soundtrack, Music, Strategy, Third Person, Hack and Slash, RTS, Funny, Fantasy, Singleplayer, Multiplayer, Atmospheric, Action-Adventure, Gothic, Beat 'em up, Action RPG, RPG"
449,225280,Full Mojo Rampage,"Action, Indie, RPG","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Action, Indie, RPG, Rogue-like, Co-op, Local Multiplayer, Rogue-lite, Online Co-Op, Multiplayer, Twin Stick Shooter, Top-Down, Local Co-Op, Procedural Generation, Difficult"
450,225300,Tomb Raider II,"Action, Adventure",Single-player,"Adventure, Action, Female Protagonist, Classic, Lara Croft, Singleplayer, Action-Adventure, Third Person, Puzzle, Third-Person Shooter, Atmospheric, Platformer, Shooter, 1990's, 3D Platformer"
451,225360,DARK,"Action, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","Stealth, Action, Vampire, RPG, Third Person, Dark, Singleplayer"
452,225420,Cities in Motion 2,"Simulation, Strategy","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop","Simulation, Strategy, Management, City Builder, Sandbox, Economy, Building, Singleplayer, Multiplayer, Trains, Co-op"
453,225540,Just Cause™ 3,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","Open World, Action, Destruction, Third-Person Shooter, Adventure, Singleplayer, Shooter, Third Person, Sandbox, Exploration, Multiplayer, Physics, Funny, Atmospheric, Comedy, Parkour, Great Soundtrack, Co-op, Moddable, RPG"
454,225600,Blade Symphony,"Action, Indie","Multi-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Includes level editor, Includes Source SDK","Fighting, Action, Multiplayer, Indie, Swordplay, Competitive, Third Person, Hack and Slash, Ninja, Parkour, Sci-fi, Strategy, PvP, Kickstarter, Tactical, Adventure, Fantasy, Great Soundtrack, Level Editor, Co-op"
455,225640,Sacred 2 Gold,RPG,Single-player,"RPG, Open World, Hack and Slash, Action RPG, Co-op, Multiplayer, Fantasy, Singleplayer, Action, Adventure, Loot, Isometric, Female Protagonist, Sandbox, Character Customization, Atmospheric"
456,225840,Sven Co-op,"Action, Casual, Free to Play, Indie","Multi-player, Co-op, Partial Controller Support, Steam Cloud","Free to Play, Multiplayer, Co-op, Action, FPS, Shooter, Online Co-Op, First-Person, Zombies, Mod, Classic, Aliens, Sci-fi, Indie, Funny, Casual, Horror, Massively Multiplayer, Memes, Puzzle"
457,22600,Worms Reloaded,Strategy,"Single-player, Multi-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards","Strategy, 2D, Turn-Based, Multiplayer, Turn-Based Strategy, Local Multiplayer, Funny, Classic, Comedy, Action, Online Co-Op, Team-Based, Local Co-Op, Singleplayer, Side Scroller, Tactical, Competitive, Co-op, 4 Player Local"
458,22610,Alien Breed: Impact,Action,"Single-player, Co-op, Steam Achievements, Partial Controller Support","Action, Shooter, Sci-fi, Aliens, Top-Down, Co-op, Isometric, Third Person, Space, Arcade, Singleplayer, Twin Stick Shooter"
459,22650,Alien Breed 2: Assault,Action,"Single-player, Co-op, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards","Action, Shooter, Isometric, Third Person, Sci-fi, Aliens, Singleplayer, Co-op, Top-Down, Twin Stick Shooter, Top-Down Shooter, Horror"
460,226560,Escape Dead Island,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards","Zombies, Adventure, Survival, Action, Third Person, Open World, Gore, Horror, Singleplayer, Multiplayer, Cartoony, Hack and Slash, Stealth, Atmospheric, Co-op"
461,226580,F1 2014,"Racing, Sports","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Racing, Sports, Simulation, Multiplayer, Singleplayer, Co-op, Driving, Arcade, Realistic"
462,226620,Desktop Dungeons,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards","Rogue-like, Strategy, Indie, Turn-Based, Puzzle, RPG, Singleplayer, Fantasy, Casual, Rogue-lite, Difficult, Resource Management, Adventure, Great Soundtrack, Comedy, 2D, Top-Down"
463,226720,LOST PLANET® 3,Action,"Single-player, Multi-player, Full controller support, Steam Trading Cards, Captions available","Action, Third-Person Shooter, Sci-fi, Multiplayer, Shooter, Singleplayer, Atmospheric, Open World, Third Person, Adventure, Mechs, Horror, Aliens, Co-op, Story Rich, Survival, Controller"
464,226740,Monster Loves You!,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available","Casual, Indie, Multiple Endings, Simulation, Adventure, Choose Your Own Adventure, RPG, Singleplayer, Cute, Choices Matter, Short, Comedy, Story Rich, Funny, Family Friendly, Point & Click, Text-Based, Visual Novel"
465,226860,Galactic Civilizations III,"Indie, Strategy","Single-player, Multi-player, Online Multi-Player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Stats","Strategy, Space, Turn-Based Strategy, 4X, Sci-fi, Turn-Based, Multiplayer, Singleplayer, Grand Strategy, Simulation, Moddable, Exploration, Replay Value, Hex Grid, Open World, Indie, Lore-Rich, Adventure, Sandbox, Management"
466,226960,Ironclad Tactics,"Casual, Indie, Strategy","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud","Strategy, Indie, Card Game, Casual, Steampunk, Tactical, Turn-Based Strategy, Robots, Mechs, Turn-Based"
467,2270,Wolfenstein 3D,Action,"Single-player, Steam Cloud","FPS, Classic, Action, World War II, Singleplayer, Retro, First-Person, 1990's, Shooter, Moddable, Pixel Graphics, 2.5D"
468,227080,Papo & Yo,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud","Indie, Adventure, Puzzle, Platformer, Singleplayer, 3D Platformer, Great Soundtrack, Story Rich, Short, Third Person, Fantasy, Surreal, Atmospheric, Psychological"
469,227100,Sniper Elite: Nazi Zombie Army,Action,"Single-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards","Zombies, Action, Co-op, Sniper, Third-Person Shooter, World War II, FPS, Shooter, Horror, Multiplayer, Third Person, Survival, Gore, Singleplayer, Online Co-Op, Adventure, Open World, Bullet Time"
470,227160,Kinetic Void,"Action, Indie, Simulation","Single-player, Steam Trading Cards, Steam Workshop","Space, Simulation, Indie, Action, Sandbox, Sci-fi, Singleplayer, Building, Space Sim, Adventure, Open World"
471,227200,Waking Mars,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud","Sci-fi, Adventure, Exploration, Indie, Platformer, Puzzle, Atmospheric, Singleplayer, Metroidvania, Story Rich, Action, Multiple Endings, Mars, 2D, Side Scroller"
472,227220,Sang-Froid - Tales of Werewolves,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards","Strategy, Tower Defense, Action, Werewolves, Indie, RPG, Adventure, Great Soundtrack, Singleplayer, Atmospheric, Third Person, Free to Play"
473,227240,Construct 2,"Animation &amp; Modeling, Design &amp; Illustration, Education, Utilities, Web Publishing", ,"Game Development, Education, Animation & Modeling, Web Publishing, Utilities, Design & Illustration, Free to Play, Software, GameMaker"
474,227260,DisplayFusion,Utilities, ,Utilities
475,227300,Euro Truck Simulator 2,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Includes level editor","Simulation, Driving, Open World, Realistic, Relaxing, Singleplayer, Exploration, Moddable, First-Person, Economy, Indie, Adventure, Atmospheric, Management, TrackIR, Casual, Sandbox, Racing, Action, RPG"
476,227480,God Mode,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support","Action, Co-op, Multiplayer, Third-Person Shooter, Shooter, Third Person, Singleplayer"
477,227560,Scourge: Outbreak,"Action, Indie","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Action, Indie, Third-Person Shooter, Co-op, Sci-fi, Shooter, Multiplayer, Third Person, Female Protagonist"
478,227580,"10,000,000","Action, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards","Indie, Match 3, Puzzle, Casual, RPG, Pixel Graphics, Mouse only, Retro, Singleplayer, Action, Touch-Friendly, 2D, Fantasy"
479,227600,Castle of Illusion,"Adventure, Casual","Single-player, Steam Achievements, Full controller support, Steam Cloud","Platformer, Adventure, Remake, Casual, Colorful, Great Soundtrack, Family Friendly, Singleplayer, Retro, Classic, 2.5D, 2D"
480,227780,Serious Sam Classics: Revolution,"Action, Indie, Early Access","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor","Early Access, Action, FPS, Indie, Shooter, Classic, Co-op, First-Person, Multiplayer, Comedy, Gore, Sci-fi, Difficult, Remake"
481,227800,Retrovirus,"Action, Indie","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop","Action, Indie, 6DOF, Shooter, Sci-fi, FPS, VR"
482,227860,Castle Story,"Indie, Strategy","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Includes level editor","Strategy, Sandbox, Building, Indie, Survival, Multiplayer, Singleplayer, Open World, Kickstarter, Crafting, Voxel, Co-op, Tower Defense, RTS, Simulation, Casual, Crowdfunded, Adventure, Moddable, Action"
483,227940,Heroes & Generals,"Action, Free to Play, Indie, Massively Multiplayer","Multi-player, Online Multi-Player, MMO, In-App Purchases","Free to Play, World War II, Multiplayer, FPS, War, Action, Shooter, First-Person, Massively Multiplayer, Tactical, Strategy, Co-op, Historical, Open World, Simulation, Singleplayer, Atmospheric, Adventure, Indie, RTS"
484,2280,Ultimate Doom,Action,"Single-player, Steam Cloud","Classic, FPS, Action, 1990's, Great Soundtrack, Demons, Moddable, Singleplayer, Sci-fi, Retro, Shooter, Gore, First-Person, Fast-Paced, Violent, Multiplayer, 2.5D, Difficult, Horror, Zombies"
485,228180,Action! - Gameplay Recording and Streaming,"Audio Production, Software Training, Utilities, Video Production", ,"Video Production, Audio Production, Utilities, Software Training, Action"
486,228260,Fallen Enchantress: Legendary Heroes,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Strategy, Fantasy, Turn-Based Strategy, 4X, Turn-Based, RPG, Singleplayer, Magic, Moddable, Dragons, Sandbox, Grid-Based Movement, Indie, Turn-Based Tactics, Tactical, Grand Strategy, Exploration, Loot, Replay Value, Multiplayer"
487,228280,Baldur's Gate: Enhanced Edition,"RPG, Strategy","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available","RPG, Fantasy, Classic, Isometric, Party-Based RPG, Real-Time with Pause, Strategy, Singleplayer, CRPG, Co-op, Story Rich, Character Customization, Adventure, Multiplayer, Online Co-Op, Remake, Magic, Female Protagonist, Atmospheric, Touch-Friendly"
488,228300,Remember Me,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Cyberpunk, Action, Female Protagonist, Sci-fi, Third Person, Adventure, Story Rich, Singleplayer, Great Soundtrack, Atmospheric, Dystopian, Beat 'em up, Linear, Futuristic, Parkour, Hack and Slash, Action-Adventure, Fighting, Platformer, 3D Vision"
489,228380,Next Car Game: Wreckfest,"Action, Indie, Racing, Simulation, Sports, Early Access","Single-player, Multi-player, Online Multi-Player, Steam Workshop, Partial Controller Support, Stats, Steam Leaderboards","Early Access, Racing, Destruction, Simulation, Physics, Driving, Action, Multiplayer, Indie, Sports, Singleplayer, Funny, Arcade, Realistic, Sandbox, Open World, Third Person, Adventure, Atmospheric, Co-op"
490,228400,Ace Combat Assault Horizon - Enhanced Edition,"Action, Simulation","Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards","Action, Simulation, Flight, Arcade, Military, Quick-Time Events, Cinematic, Multiplayer, Shooter, Controller, Great Soundtrack, Co-op, On-Rails Shooter, Singleplayer, War, Casual"
491,228440,Cubemen 2,"Indie, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Includes level editor","Indie, Strategy, Tower Defense, Multiplayer"
492,228760,TrackMania² Canyon,"Racing, Sports","Single-player, Multi-player, Steam Workshop, Partial Controller Support, Includes level editor","Racing, Multiplayer, Level Editor, Time Attack, Sports, Arcade, Singleplayer, Local Multiplayer, Controller, Split Screen, Free to Play"
493,228960,Skulls of the Shogun,"Indie, Strategy","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Steam Leaderboards, Commentary available","Strategy, Indie, Turn-Based Strategy, Turn-Based, Singleplayer, Comedy, Tactical, Multiplayer, Cartoony, Local Multiplayer, Funny"
494,2290,Final DOOM,Action,"Single-player, Steam Cloud","FPS, Action, Classic, Retro, Shooter, Singleplayer, First-Person, 1990's, Moddable, Sci-fi, Difficult, Multiplayer, Great Soundtrack, Zombies, Demons, Gore, Horror, Online Co-Op, Atmospheric"
495,229580,Dream,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","Indie, Adventure, Exploration, Walking Simulator, Atmospheric, VR, First-Person, Casual, Puzzle, Horror, Great Soundtrack, Story Rich, Singleplayer, Surreal, Fantasy, Simulation, Open World"
496,229870,ShootMania Storm,Action,"Multi-player, Steam Workshop, Partial Controller Support, Includes level editor","Action, FPS, Multiplayer, Level Editor, Moddable, Shooter, Fast-Paced, Competitive, Arena Shooter, Co-op"
497,2300,DOOM II,Action,"Single-player, Multi-player, Steam Cloud","Classic, FPS, Action, 1990's, Shooter, Moddable, Demons, Sci-fi, Retro, Violent, First-Person, Multiplayer, Gore, Singleplayer, Zombies, Great Soundtrack, Pixel Graphics, Horror, Online Co-Op, 2.5D"
498,230050,DLC Quest,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards","Platformer, Indie, Satire, Comedy, Short, Parody, Pixel Graphics, 2D, Singleplayer, Funny, Retro, Adventure, Exploration, Casual, Action, Side Scroller, Metroidvania, Memes, Zombies, Fantasy"
499,230070,The Age of Decadence,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards","RPG, Turn-Based, Indie, Turn-Based Combat, Post-apocalyptic, Tactical, Story Rich, Choices Matter, Fantasy, Isometric, Singleplayer, Alternate History, CRPG, Rome, Atmospheric, Difficult, Dark Fantasy, Adventure, Open World"
500,230190,War for the Overworld,"Indie, Strategy","Single-player, Multi-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor","Strategy, RTS, Indie, God Game, Fantasy, Kickstarter, Sandbox, Base Building, Villain Protagonist, Singleplayer, Dungeon Crawler, Management, Multiplayer, Funny, Simulation, Building, Dark Comedy, Level Editor, Comedy, Remake"
501,230230,Divinity: Original Sin (Classic),"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Includes level editor","RPG, Turn-Based, Co-op, Fantasy, Adventure, Strategy, Isometric, Open World, CRPG, Story Rich, Kickstarter, Indie, Multiplayer, Singleplayer, Turn-Based Strategy, Magic, Crowdfunded, Online Co-Op, Atmospheric, Female Protagonist"
502,230270,N++ (NPLUSPLUS),Action,"Single-player, Local Multi-Player, Local Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Platformer, Difficult, Action, Great Soundtrack, 2D, Level Editor, Local Co-Op, Indie, Local Multiplayer, Singleplayer, Ninja, Minimalist, Puzzle-Platformer, Multiplayer, Fast-Paced, 4 Player Local, Colorful, Arcade, Co-op, Parkour"
503,230310,Akaneiro: Demon Hunters,"Action, Free to Play, Indie, RPG","Single-player, Steam Trading Cards","RPG, Action, Indie, Free to Play, Hack and Slash"
504,230410,Warframe,"Action, Free to Play","Single-player, Multi-player, Co-op, Steam Trading Cards, In-App Purchases, Partial Controller Support","Free to Play, Action, Co-op, Multiplayer, Third-Person Shooter, Sci-fi, Ninja, Shooter, Parkour, Space, Online Co-Op, Futuristic, Third Person, Massively Multiplayer, PvE, RPG, Singleplayer, Hack and Slash, FPS, Cyberpunk"
505,230650,Lords of Football,"Indie, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Sports, Simulation, Indie, Strategy, Football, Soccer"
506,230700,La-Mulana,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Metroidvania, Platformer, Difficult, Indie, Adventure, Exploration, Puzzle, Great Soundtrack, Action, 2D, Remake, Retro, Pixel Graphics, Singleplayer, Puzzle-Platformer, Side Scroller, Classic, RPG, Controller, Action-Adventure"
507,230820,The Night of the Rabbit,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Adventure, Point & Click, Indie, Fantasy, Singleplayer, Atmospheric, Story Rich, Puzzle, Great Soundtrack, Family Friendly, Magic"
508,230840,Daylight,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support","Horror, Adventure, Indie, First-Person, Female Protagonist, Action, Survival, Walking Simulator, Rogue-like, Singleplayer, Procedural Generation, Survival Horror, Short, Atmospheric, Psychological Horror, Sci-fi"
509,230980,Starseed Pilgrim,"Adventure, Indie",Single-player,"Indie, Adventure, Puzzle, Minimalist, Exploration, Atmospheric, Puzzle-Platformer, Platformer, Difficult, 2D, Singleplayer"
510,2310,QUAKE,Action,"Single-player, Multi-player, Co-op, Steam Cloud","FPS, Classic, Action, Shooter, Singleplayer, Multiplayer, 1990's, Gore, Lovecraftian, First-Person, Great Soundtrack, Sci-fi, Moddable, Horror, Retro, Fast-Paced, Atmospheric, Adventure, Competitive, Co-op"
511,231040,Beatbuddy: Tale of the Guardians,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards","Indie, Music, Adventure, Rhythm, Casual, Action, Great Soundtrack, Puzzle, 2D, Platformer, Singleplayer, Touch-Friendly, Side Scroller"
512,231060,Ragnarok Online 2,"Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO","Free to Play, RPG, Anime, Massively Multiplayer, MMORPG, Multiplayer, JRPG, Adventure, Open World, Action, Fantasy"
513,231140,Cities XL Platinum,Simulation,"Single-player, Steam Cloud","Simulation, City Builder, Strategy, Sandbox, Singleplayer, Management, Economy, Building"
514,231160,The Swapper,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","Puzzle, Sci-fi, Atmospheric, Indie, Space, Platformer, Puzzle-Platformer, Adventure, Singleplayer, Great Soundtrack, Psychological Horror, 2D, Metroidvania, Action, Exploration, Story Rich, Mystery, Difficult, Side Scroller, Horror"
515,231310,MirrorMoon EP,"Adventure, Indie","Single-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support","Indie, Exploration, Abstract, Puzzle, Space, Adventure, First-Person, Walking Simulator, Procedural Generation, Sci-fi, Open World, Surreal, Minimalist"
516,231330,Deadfall Adventures,"Action, Adventure","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards","Adventure, Action, FPS, Shooter, First-Person, Multiplayer, Singleplayer, Puzzle, Zombies, Co-op, Indie, Horror, Survival, Exploration"
517,231430,Company of Heroes 2,Strategy,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats","Strategy, World War II, RTS, Multiplayer, Tactical, Historical, Singleplayer, Military, War, Co-op, Online Co-Op, Action, Tanks, Real-Time, Real-Time with Pause, Atmospheric, Base Building, Great Soundtrack, Simulation, Adventure"
518,231740,Knights of Pen and Paper +1 Edition,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards","RPG, Turn-Based, Indie, Pixel Graphics, Fantasy, Singleplayer, Casual, Retro, Comedy, Parody, Funny, Adventure, Touch-Friendly, 2D, Great Soundtrack"
519,2320,QUAKE II,Action,"Single-player, Multi-player, Co-op, Steam Cloud","FPS, Action, Classic, Sci-fi, Shooter, Great Soundtrack, 1990's, Singleplayer, Multiplayer, Gore, First-Person, Moddable, Fast-Paced, Retro, Co-op, Atmospheric, Arena Shooter, Horror, Aliens"
520,232010,Euro Truck Simulator,"Indie, Simulation","Single-player, Partial Controller Support","Simulation, Driving, Multiplayer, Open World, Singleplayer, Realistic, Indie, Relaxing, First-Person, TrackIR, Moddable, Adventure, Third Person, Exploration, Management, Atmospheric, Action, Sandbox, Free to Play"
521,232050,Eador. Masters of the Broken World,"Indie, Strategy","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Strategy, Turn-Based Strategy, Fantasy, Turn-Based, Indie, RPG, Singleplayer, Tactical, Difficult, 4X, Hex Grid"
522,232090,Killing Floor 2,Action,"Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Valve Anti-Cheat enabled, Includes level editor","Zombies, Co-op, Gore, FPS, Survival, Action, Horror, Multiplayer, Online Co-Op, Shooter, First-Person, Team-Based, Survival Horror, Great Soundtrack, Atmospheric, Difficult, Singleplayer, Indie, Funny, Blood"
523,232430,Gone Home,"Adventure, Indie","Single-player, Full controller support, Steam Trading Cards, Captions available, Commentary available","Walking Simulator, Short, Indie, Exploration, Atmospheric, First-Person, Story Rich, Female Protagonist, Adventure, Singleplayer, Great Soundtrack, Interactive Fiction, Mystery, 1990's, Romance, Narration, Point & Click, Realistic, Relaxing, Psychological Horror"
524,232450,SolForge,"Casual, Free to Play, RPG, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer","Free to Play, Card Game, Strategy, Trading Card Game, Casual, RPG, Multiplayer"
525,232750,Mars: War Logs,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","RPG, Action, Sci-fi, Third Person, Mars, Cyberpunk, Singleplayer, Action RPG, Story Rich, Adventure, Crafting, Post-apocalyptic, Atmospheric"
